# 60970 peyv, 24400 werger
# Amadekar: Erdal Ronahî 
# www.ferheng.org
# Nûkirina dawî: 2005-07-29 
# 
# kurdî	türkçe

-dar	-li 
derbaz kirin	geçirmek
derbazbûnî	geçiş
derbazbûyî	geçen
derbazî	geçiş
derbe	darbe
derbejêr	iniş
derbejor	çıkış
derben	elbise askısı
derben	vestiyer
derbend	darboğaz
derbend	derbent
derbend	iki dağ arasındaki dar geçit
derbest	kapalı
derbest	mahfuz
derbider	derbeder
derbider	hırpani
derbirin	ifade etmek
derbûn	sivilcelerin patlayarak cerahatin çıkması
derbûn	yara
derbxane	darphane
dercaw	elbezi
derçik	eşik
derçûn	çıkmak
derçûn	görünmek
derd	acı
derd	dert
derd	gaile
derd	hüzün
derd	illet
derd girtin	dertlenmek
derdanik	yoğurt yada peynir süzülmesinde kullanılan bez
derdekopan	tatanos
derdekopan	tetanos
derdest	el altında ele geçirilmiş
derdest kirin	ele geçirmek
derdest kirin	tutmak
derdest kirin	yakalamak
derdestî	görülmekte olma
derdestî	hemen yakalama
derdestî	incelenmekte olan
derdestî	tutuklama
derdestî	yapılmakta olma
derdestkirin	tutuklamak
derdestname	yakalama müzekkeresi
derdmend	acılı
derdmend	dertli
derdmend	hüzünlü
derdnak	dertli
derdor	çevre
derdor	etraf
derek	belirsiz
derence	basamak
derence	merdiven
dereng	geç
dereng xistin	geciktirmek
dereng xistin	sürüncemede bırakmak
dereng xistin	tehir etmek
derengman	gecikmek
derengman	geç kalmak
derengmayîn	geç kalmak
derew	martaval
derew	palavra
derew	yalan
derew gotin	yalan söylemek
derew kirin	yalan söylemek
derewandin	tekzip etmek
derewandin	yalanlamak
derewîn	yalancı
derewkar	yalancı
derewkarî	yalancılık
derewkirin	yalan söylemek
derf	tulum
derfet	imkan
derfet	imkân
derfet	olanak
dergeh	büyük kapı
dergeh	giriş kapısı
dergeh	tekke
dergevan	kapıcı
dergistî	nişanlı
dergistî	sözlü
dergîl	ağaçtan örülen kapı
dergûş	beşik
derhêner	yönetmen
derhoze	mucize
derhûd	kefil
derhûde	kefalet
derhûdî	kefillik
derhûdname	kefaletname
deridîn	dertleşmek
derince	basamak
derince	mertebe
derindêz	merasim
derizandin	çatlatmak
derizandin	yarmak
derizîn	çatlamak
derizîn	yarılmak
derî	kapı
derî xêvê	bilinç dışı
derîçe	kapakçık
derîçeyên dil	kalp kapakçıkları
derîn	çıkış kapısı
derîyê hawarê	imdat kapısı
derîyê sereke	anakapı
derîzan	kapı önü
derk	çatlak
derkandin	çatlatmak
derkenar	anekdot
derkenar	ilişikteki not
derkerina bêhndanê	teneffüse çıkmak
derketin	çıkış
derketin	çıkmak
derketin	zuhur etmek
derketin holê	ortaya çıkmak
derketin sertext	tahta çıkmak
derketina holê	ortaya çıkmak
derketina nêçîrê	ava çıkmak
derketina nêçîrê	avlamak
derkirin	çıkarmak
derkirin	kovmak
dermale	besi hayvanı
derman	derman
derman	ilaç
derman	ilâç
derman kirin	ilaçlamak
derman kirin	pansuman yapmak
derman kirin	tedavi etmek
derman xwarin	ilaç içmek
dermanafiroş	eczacı
dermanfiroş	eczacı
dermankarî	pansuman
dermanxane	eczahane
dermatolojî	cildiye
dernixûn	kapkacak ve paketlenmiş şeylerin ters çevrilmesi
derpê	don
derpê	külot
derpê	tuman
derpêgore	külotlu çorap
derpêş	aklından geçirme
derpêş	göz önünde tutma
derpêş	öngörme
derpêş kirin	aklından geçirmek
derpêş kirin	göz önünde tutmak
derpêş kirin	öngörmek
derpêşî	öngörü
derpêşkirin	öngörme
dersal	eski yıllar
dersal	eski zaman
dersik	ibret
dersok	yazma
derşo	bulaşık bezi
derûder	çevre
derûder	etraf
derûdor	çevre
derûdor	etraf
derûn	öz
derûn	psikoloji
derûnî	iç aleme mensup olan
derûnî	psikolojik
derûnî	ruhi
derve	dış
derve	dışarı
derve	dışarıda
derve	dışarda
derve	hariç
dervekirin	çalmak
dervekirin	soymak
derveşandin	dışarı göndermek
derveşandinî	ihracat
derveyî	dışarıdaki
derveyî	dışla ilgili
derveyî	dışsal
derveyî	harici
derveyî vênê	irade dışı
derveyîn	dışarlık
derwêş	derviş
derwêşxane	tekke
derxistin	çıkarmak
derxistin holê	meydana çıkarmak
derxistinî	ihracat
derxûn	tencere kapağı
derya	deniz
deryaberfireh	engin deniz
deryavan	bahriyeli
deryavan	denizci
deryavanî	denizcilik
deryaya Qezwînê	Hazar Denizi
deryaya Reş	Karadeniz
deryaya Sipî	Akdeniz
deryevan	denizci
derz	çatlak
derz	yarık
derzî	iğne
derzî lêdan	iğnelemek
derzîdank	iğnelik
derzîdeq	toplu iğne
derzîlêxistin	iğne yapmak
derzîreq	toplu iğne
derzîvan	terzi
derzîxane	terzihane
dest	el
dest avêtin	el atmak
dest avêtin	sarkıntılık yapmak
dest avêtin	sataşmak
dest avêtin	taciz
dest bi karberdanê kirin	greve başlamak
dest çirpandin	el çırpmak
dest dirêjî	tecavüz hırsızlık
dest girtin	el sıkmak
dest hilanîn	cesaret etmek
dest hilanîn	el kaldırmak
dest jê kişandin	feragat etmek
dest jê kişandin	vazgeçmek
dest kêşan	el çekmek
dest kêşan	feragat
dest kiş	el çekmek
dest lêdan	dokunmak
dest lêdan	ellemek
dest pê kirin	başlamak
dest pê kirin	girişmek
dest vekirî	eli açık
dest xistin	edinmek
destan.	destan
destar	el değirmeni
destavêtin	el atma
destavêtin	sarkıntılık yapmak
destavêtin	sataşmak
destavxane	abdesthane
destavxane	tuvalet
destbelav	müsrif
destbelav	savruk
destbelav	savurgan
destbelavî	israf
destbelavî	savurganlık
destbelavî kirin	israf etmek
destbend	kelepçe
destbend	kelepçe (el için)
destbeste	elpençe
destbira	kan kardeşi
destbira	sağdıç
destbirak	kan kardeş
destbirak	sırdaş
destbirak	sağdıç
destbûrî	sözüne önem verilmeyen
destdan	dokunmak
destdan	temas
destdan ser	el koymak
destdan ser	müsadere etmek
destdirêjî	cinsel taciz
destdirêjî	müdahale
destdirêjî	tecavüz
destdirêjî kirin	müdahalede bulunmak
deste	askeriyede takım
deste	buket
deste	deste
deste	kurul
deste	takım (ask.)
destegeh	imalathane
destegir	yardımsever
destek	arkadaş grubu
destek	dayanak
destek	takviye
destek	yardım
destekarî	müdahale
destekdan	desteklemek
desteng	dar gelirli
destexwişk	ahiret kardeşi
destexwişk	sirdaş
destê hev girtin	tokalaşmak
destêkar	müdaheleci
destgeh	atölye
destgeh	tezgah
destgehdar	tezgahtar
destgirtî	nişanlı
destgirtî	sözlü
destgîn	dizgin
desthelatî	otorite
desthelatî	yetki
desthilatdar	egemen
desthilatdar	iktidar olan
desthilatdar	otoriter
desthilatdar	yetkili
desthilatdarî	otoriterizm
desthilatî	iktidar
desthilatî	yetki
destik	kabza
destik	kol
destik	kulp
destik	sap
destik	tutamak
destjêberdan	bırakmak
destjêberdan	vazgeçmek
destkar	elişi
destkarî	el sanatları
destkeftî	kazanım
destkişandin	feragat
destlêwerdan	müdahale
destmal	el havlusu
destmal	havlu
destmal	mendil
destmaye	elde kalan
destmêjşikandin	abdest bozmak
destnimêj	abdest
destnimêj girtin	abdest almak
destnimêj şikandîn	abdest bozmak
destnimêjgirtin	abdest almak
destnivîs	el yazısı
destnivîs	el yazması
destnivîs	elyazısı
destnîgar	ressam
destnîgarî	ressamlık
destnîşankirin	belirlemek
destnîşankirin	saptamak
destnîşankirin	tespit etmek
destpeling	el yordamı
destpelixî	sakar
destpêk	başlangıç
destpêk	bidayet
destpêk	giriş
destpêkirin	başlamak
destpêkirin	girişmek
destpênebûyî	bakir
destrêjk	kıskaç
destrêşk	kıskaç
destşok	lavabo
destû	izin
destû	müsaade
destûr	cevaz
destûr	izin
destûr	kanun
destûr	köter
destûr	muvaffakat
destûr	rıza
destûr	Zerdüşti dininde ruhani başakn
destûr dan	izin vermek
destûr dan	muvaffakat etmek
destûr dan	rıza göstermek
destûrdan	izin vermek
destûrdan	müsaade etmek
destûrname	diploma
destûrname	icazetname
destûrname	izin belgesi
destûrname	onay
destûrname	ruhsatname
destûryar	mezun
destûryar bûn	mezun olmak
destûryarî	mezuniyet
destvala	eli boş
destxet	el yazısı
destxweşîlêkirin	başarı dilemek
destxwişk	kadının en yakın kadın arkadaşı
destxwişk	kankardeş
destxwişk	sırdaş
destxwîn	eli kanlı
destyar	cana yakın
destyar	sempatik
destyar	yardımcı
deşt	düzlük
deşt	ova
dev	ağız
dev avêtin	laf atmak
dev jê berdan	boşvermek
dev jê berdan	vazgeçmek
devaluasyon	devalüasyon
devang	tıkaç
devavêtin	laf atmak
devavêtin	sataşmak
devbelaş	boş konuşan kimse
devberedayî	abuk sabuk konuşan
devbigotin	sözüne sadık
devbiken	güleç
devbiken	güler yüzlü
devcaris	ağzı bozuk
devdevî	abuk sabuk konuşan
devdevkî	ağız üstü
devdevkî	yüz üstü
dever	bölge
dever	havali
dever	yöre
deverî	mahalli
deverî	yerel
deverû	yüzgöz
devênî	münakaşa
devik	kapak
devistan	çalılık
devî	çalılık
devîstan	çalılık
devjenî	ağız dalaşı
devjenî	ağız tartışması
devjêbernedan	vazgeçilmez
devken	güleç
devken	güler yüzlü
devkî	sözlü
devkî	şifahi
devliken	güleryüzlü
devliken	neşeli
devling	paça
devling	paçalı don
devling	pantolon paçası
devmirî	konuşmaktan aciz
devmirî	sessiz
devnerm	tatlı dilli
devok	ağız
devok	şive
devtî	nişasta
dew	ayran
dewa	deva
dewar	sığır
dewara reş	büyük baş hayvanlar
dewdew	papağan
dewik	kızmış yağın tortusu
dewisandin	basmak
dewisandin	bastırmak
dewisandin	sıkıştırmak
dewisîn	basılmak
dewisîn	sıkılmak
dewisîn	sıkışmak
dewixandin	bayıltmak
dewkil	ayran yayığı
dewl	kuyu kovası
dewlemend	varlıklı
dewlemend	zengin
dewlemend bûn	zenginleşmek
dewlemendî	varlık
dewlemendî	zenginlik
dewlet	devlet
dewleta dadmend	hukuk devleti
Dewleta Federe ya Kurdistanê	Kürdistan Federe Devleti
Dewletên Yekbûyî yên Amerîka	Amerika Birleşik Devletleri
dewletparêzî	devletçilik
dewr	devir
dewr	dönem
dewr kirin	devretmek
dewran	dönem
dewran	şans talih
dewraze	büyük at
dewre	hatalı
dewre	yanlış
dews	iz
dews	yer
dewsde	vekil
dewx	baş dönmesi
dexel	sahte
dexelî	sahtekârlık
dexes	kıskanç
dexesezar	hırçın
dexesezar	huysuz
dexesî	kıskançlık
dexisîn	kıskandırmak
dexisîn	kıskanmak
dexl	hububat
dexl	tahıl
deydik	salıncak
deyn	borç
deyn	ödünç
deyn	verecek
deyn	veresiye
deyndan	borç vermek
deyndar	borçlu
deyndêr	alacaklı
deynstandin	borç almak
deyz	kış için saklanan hayvan yiyeceği
dezgeh	kuruluş
dezgeh	kurum
dezgeh	teşkilat
dezgeh	tezgah
dezgehên dewletê	devlet kuruluşları
dezî	ince iplik
dezî	iplik
dê	acak eki katan gelecek zaman eki
dê	ana
dê	anne
dê	ecek
dê	valide
dê bav	ebeveyn
dêh	köy
dêhane	ökse otu
dêhat	köy
dêhl	kancık
dêhn	dikkat
dêhn	dikkat. \"dêhna xwe dan\" dikkat etmek
dêhn	yoğunlaşmak
dêhn dan	dikkat etmek
dêhn kişandin	dikkat çekmek
dêl	bedel
dêl	bir şeyin yerine verilen
dêl	kancık
dêl	yeri
dêl	yerinde
dêla	yerine
dêlegur	dişi kurt
dêlemar	kertenkele
dêlik	dişi köpek
dêlik	kalleş
dêlik	kancık
dêlik	mecazi anlamda kahpê
dêlî	üzüm asması
dêlmar	kertenkele
dêlû	davulcu
Dêlûk	Antep
dêm	susuz arazi
dêm	susuz veya çorak arazi
dêm	yanak
dêman	yerleşik
dêman	yerli
dêman	ziraatçı
dêmar	bir kertenkele türü
dêmarî	üvey anne
dêmî	kadife
dêr	kilise
dêr	manastır
dêran	ayrışım
dêre	fistan
dêris	talan edilmiş
dêris	viran olmuş
dêriskirin	viran etmek
dêrîn	ananevi
dêrîn	antika
dêrîn	asil
dêrîn	eski
dêrîn	geleneksel
dêrîn	kadim
dêrîn	soylu
Dêrsim	Erzincan ve Elazığ’ı kapsayan bölge
Dêrsim	Tunceli
Dêrsim	ve kısmen Sivas
dêse	yabani koyun
dêş	dini müzik
dêş	ilahi
dêw	dev
dêwendam	dev boylu
di	-da
di	-dan
di	-te
di	den
di	diçim..
di	fiillerin şimdiki zaman halini sağlar. Mesela: dikim
di	roja de)\" üç günde
di	türkçede \"de\"
di	üç gün arasında
di cî de	derhal
di cî de	makul
di cî de	yerinde
di dema xwe de	vaktinde
di demekî de	bir zamanlar
di demekî de	vaktiyle
di dîdariye de	görünürde
di fêrgehê de man	sınıfta kalmak
di gavê de	anında
di hafa wî de	onun huzurunda
di haşîtiyê de bûn	barış içinde olmak
di heman rojê de	aynı gün
di hundurde	içerde
di kêse re çûn	kestirmeden gitmek
di nave de	içinde
di rewac ê de	geçerli
di rewac ê de	yürürlükte
di rê de	yolunda
di saya wî de	onun sayesinde
di şiyan ê de bûn	iktidarda olmak
di vê babetê de	bu hususta
di vî warîde	bu alanda
di vî warîde	bu konuda
di wê demê de	de o esnada
di wê radêyê de	o esnada
di xwe de bihartin	kendisine yedirmek
di...de	içinde
di..de	-ta
dibe	olur
dibe binî	altta
dibe binî	dipte
dibe ku	belki
dibe nabe	olur olmaz
dibetî	olasılık
dibistan	ilkokul
dibistan	okul
dibistana amadehiyê	lise
dibistana mader	anaokulu
dibistana navîn	ortaokul
dibistana seratayî	ilkokul
dibit	belki
difin	burun
difn	burun
digel	beraber
digel	birlikte
digel	ile
digelhev	beraber
digelhev	birlikte
digelî	birliktelik
digerm	sıcak kanlı
digerm	sempatik
dihindan	önem vermek
Dihok	Duhok
dij	aksi
dij	aleyh
dij	anti
dij	karşı
dij	zıt
dijber	karşıt
dijber	muhalif
dijber	rakip muarız
dijberî	karşıtlık
dijberî	muhalefet
dijberî	tezat
dijî	aksilik
dijî	karşın
dijî	karşıtlık
dijî	terslik
dijîtî	çelişki
dijîtî	karşıtlık
dijmin	düşman
dijmin	hasım
dijminahî	düşmanlık
dijminî	düşmanlık
dijraber	çatışık
dijraber	direnişçi
dijraber	karşıt
dijraberî	direniş
dijraberî	direnişçilik
dijraberî	karşıtlık
dijrabûn	ayaklanma
dijrabûn	isyan
dijûn	küfür
dijûn	sövgü
dijwar	çetin
dijwar	güç
dijwar	sert
dijwar	zahmetli
dijwar	zor
dijwar bûn	güçleşmek
dijwar bûn	sertleşmek
dijwarî	güçlük
dijwarî	şiddet
dijwarî	zorluk
dijwarî kişandin	güçlük çekmek
dik	sahne
dik	seki
dikirandin	laf etmek
dikirandin	söz açmak
dil	gönül
dil	kalp
dil	öz
dil	yürek
dilasan	müsterih
dilawêr	cesur
dilawêr	cesur yürekli
dilawêr	yürekli
dilbawer	imanlı
dilbawer	mümin
dilbaz	albenili
dilbaz	cilveli
dilbikul	dertli
dilbikul	kederli
dilçepel	kötü kalpli
dildan	eğilim göstermek
dildan	gönül vermek
dildar	aşık
dildar	gönül vermiş
dildar	sevdalı
dilevîn	sevdalı
dilêş	acıklı
dilfireh	geniş yürekli
dilfireh	rahat
dilfireh	sabırlı
dilgerm	içten
dilgerm	samimi
dilgeş	coşkulu
dilgeş	mutlu
dilgeş	neşeli
dilgeş	şen
dilgiran	müşkülpesent
dilgiran	zor beğenen
dilgiranî	burukluk
dilgirtin	öze dokunmak
dilhebîn	eğilimli
dilhebûn	niyeti olmak
dilhênikbûn	ferahlamak
dilhişk	katı yürekli
dilhişk	taş kalpli
dilik	naz
dilîn	duygu
dilîn	his
dilîn	karasevda
dilketî	aşık
dilkêş	cazibeli
dilkêş	cazip
dilkirin	istemek
dilkirin	niyetlenmek
dilkoçer	hafif meşrep
dilkul	gönlü yaralı
dilmayin	alınmak
dilmayin	kırılmak
dilme	rafadan yumurta
dilmê	rafadan yumurta
dilnerm	yufka yürekli
dilnexwaz	canı istemeyen
dilnexwaz	niyeti olmayan
dilniwazî	çekici
dilnizm	alçak gönüllü
dilnizm	mütevazi
dilodîn	delidolu
dilodîn	kararsız
dilop	damla
dilopkirin	damlamak
dilovan	alçakgönüllü
dilovan	müşfik
dilovan	rahim
dilovan	sevecen
dilovan	şefkatli
dilovanî	şefkat
dilpak	faziletli
dilpak	hüsnüniyetli
dilpak	temiz kalpli
dilpakî	erdem
dilpakî	hüsnüniyet
dilpîs	kötü kalpli
dilq	kılık kıyafet
dilrast	muhlis
dilrast	sadık
dilrawestin	kalp krizi
dilreş	karamsar
dilreş	kötümser
dilreş	vehimli
dilronî	temiz kalpli
dilsar	isteksiz
dilsaz	gönül yapıcı
dilsivik	alçak gönüllü
dilsoz	güvenilir
dilsoz	sadık
dilsoz	sözüne bağlı
dilsoz	vefalı
dilşa	neşeli
dilşa	sevinçli
dilşikestin	kırılmak
dilşikestî	buruk
dilşikestî	kırgın
dilşikestî	kalbi kırık
dilşkên	kırıcı
dilteng	sıkkın
dilteng	sabırsız
dilteng	tahammülsüz
dilteng bûn	canı sıkılmak
diltengî	can sıkıntısı
diltenik	duygusal
diltenik	yufka yürekli
diltepîn	çarpıntı
diltepîn	kalp çarpıntısı
diltepîn	tedirgin
diltezîn	acı
diltezîn	elim
diltirs	tedirgin
diltirsî	çekingenlik
diltirsî	korkaklık
dilxav	ihmalkar
dilxereng	gönül aşkı
dilxereng	gönül ateşi
dilxwaz	arzulu
dilxwaz	istekli
dilxwaz	meraklı
dilxwazî	iyi niyetli
dilxweş	memnun
dilxweş kirin	gönül almak
dilxweşî	memnuniyet
dilxwexbûn	memnun olmak
dimatî	yerleşik
dimatî	yerli
dims	pekmez
din	diğer
din	gayrı
din	öbür
din	öteki
dinok	çok küçük parçacık
dinok	miskal
dinok	zerre
dinya	dünya
dinyadîtin	görgü
dinyadîtî	edepli
dinyadîtî	görgülü
dinyanedîtî	görgüsüz
dinyanedîtî	kaba
diqdiqandin	gıdıklamak
diqdiqîn	gıdıklanmak
diraf	akçe
diraf	nakit
diraf	para
dirafê gemarî	kara para
dirafî	parasal
diran	diş
diranbeş	dişlek
dirandin	parçalamak
dirandin	yırtmak
diranfîl	fildişi
diranî	dişçilik
diranqîç	dişlek
diransaz	dişçi
dirav	para
diravname	bütçe
dirb	geçit
dirb	yol
dirc	deniz kabuğu
direfş	fılama
direfş	sancak
direfş	sembol
direfş	simge
dirêj	uzun
dirêj bûn	temdit
dirêj bûn	uzamak
dirêjahî	uzunluk
dirêjbûn	uzamak
dirêjbûn	uzanmak
dirêjiya salê	yıl boyunca
dirêjîpêdan	devam etmek
dirêjkirin	uzatmak
dirêjkî	uzunlamasına
dirêşk	biz
dirh	damga
dirh	nişan
dirinc	gulyabani
dirinde	vahşi
dirinde	yırtıcı
dirinde	yırtıcı hayvan
dirix	esirgeme
dirix kirin	esirgemek
dirî	diken
dirî	dikenli çalı
dirî	yırtık
dirîn	yırtılmak
dirîreşk	böğürtlen
dirkandin	çıtlatmak
dirm	bulaşıcı
diruşm kirin	etiketlemek
diruşme	etiket
diruşme	slogan
dirûn	dikiş
dirûn	ekin biçme
dirûşme	slogan
dirûşme qîrandin	slogan atmak
dirûtin	dikmek
dirûtin	elbise vb. dikmek
dirûv	benzer
dirûv	çehre
dirûv	eşgal
dirûv	eşkal
dirûv	görünüm
dirûv	hal
dirûv	vaziyet
dirûvandin	benzetmek
dirûvîn	benzemek
dirûvpêketin	benzemek
dirûvtî	benzerlik
dirxandin kirin	esirgemek
dist	kazan
distûr	düstur
distûr	düzgü
distûr	ilke
distûr	kaide
distûr	kural
distûr	norm
distûr	prensip
diş	baldız
divê	elzem
divê	gerek
divê	icap
divê	lazım
divê	mecbur
divê	zorunlu
divêt	elzem
divêt	mecbur
divêt	zorunlu
divêtbar	mecbur
divêtbar	yükümlü
divêtin	elzem olmak
divêtin	gerekmek
divêtin	ihtiyaç
divêtin	mecburiyet
divêtin	zaruret
divêtin	zorunluluk
divêtî	ihtiyaç
divêtî	mecburiyet
divêtî	zorunluluk
diviya be	icab ederdi ki
diwaroj	gelecek
dixapîne	kandirmak
dixebite	çalışıyor
dixemilîne	süsletmek
dixeniqîne	boğdurulmak
dixitimîne	tıkandırmak
dixurîne	kaşıtmak
dixwe	yemek yiyiyor
dixweredîtin	erinmemek
dixweredîtin	üşünmemek
dixweze	istiyor
dixwîne	okuyor
diyafram	diyafram
diyalog	diyalog
diyar	açık
diyar	bariz
diyar	belirgin
diyar	belirli
diyar	belli
diyar	görünür
diyar	memleket
diyar	ülke
diyar bûn	belirme
diyar bûn	görünme
diyar kirin	açıklamak
diyar kirin	belirlemek
diyar kirin	belirtmek
Diyarbekir	Diyarbakır
diyardar	belirleyici
diyarde	fenomen
diyarde	olgu
diyarî	armağan
diyarî	hediye
diyarî dan	armağan vermek
diyarî kirin	armağan etmek
diyarî kirin	ithaf etmek
diyarîkirin	hediye vermek
diyarîkirin	ithaf etmek
diyarker	belirleyici
diyarkirin	belirlemek
diyarkirin	belirtmek
diyax	dayanma
diyax	tahammül
diyax kirin	dayanmak
diyax kirin	tahammül etmek
diyet	elzem
diyet	gerek
diyet	icap
diyet	lazım
diyet	mecbur
diyet	zorunlu
diz	hırsız
dizek	hırsızlığı seven
dizek	klaptoman
dizî	hırsızlık
dizîka	gizlice
dizîn	aşırmak
dizîn	çalmak
dizîn	yürütmek
dizûtirîn katê de	en kısa zamanda
dîdar	görünür
